sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: saikumbh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 ||
Username: sinmurug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.225 | Public IP: 106.198.80.72 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:51:30 IST Mon Jun 8 2020 | Duration: 0h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 53963887 | Bytes Rx: 6436681 | IP Addr: 10.149.233.225 | Public IP: 106.198.80.72 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:51:30 IST Mon Jun 8 2020 | Duration: 0h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 53963887 | Bytes Rx: 6436681 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140256 | Audit Session ID: 0a95072a223e00005ede031a | Security Group Tag: none | EasyVPN: 0 |Session ID: 140256 | Audit Session ID: 0a95072a223e00005ede031a | Security Group Tag: none | EasyVPN: 0 ||
Username: omnathb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.239 | Public IP: 60.243.2.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:19 IST Mon Jun 8 2020 | Duration: 0h:38m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 224075141 | Bytes Rx: 14971054 | IP Addr: 10.149.233.239 | Public IP: 60.243.2.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:19 IST Mon Jun 8 2020 | Duration: 0h:38m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 224075141 | Bytes Rx: 14971054 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140258 | Audit Session ID: 0a95072a223e20005ede034b | Security Group Tag: none | EasyVPN: 0 |Session ID: 140258 | Audit Session ID: 0a95072a223e20005ede034b | Security Group Tag: none | EasyVPN: 0 ||
Username: vallim | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.7 | Public IP: 117.98.196.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:39 IST Mon Jun 8 2020 | Duration: 0h:38m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 61952939 | Bytes Rx: 85902576 | IP Addr: 10.149.232.7 | Public IP: 117.98.196.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:39 IST Mon Jun 8 2020 | Duration: 0h:38m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 61952939 | Bytes Rx: 85902576 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140259 | Audit Session ID: 0a95072a223e30005ede035f | Security Group Tag: none | EasyVPN: 0 |Session ID: 140259 | Audit Session ID: 0a95072a223e30005ede035f | Security Group Tag: none | EasyVPN: 0 ||
Username: nandakishore.g | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.86 | Public IP: 49.206.201.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:58 IST Mon Jun 8 2020 | Duration: 0h:38m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 32011031 | Bytes Rx: 13095203 | IP Addr: 10.149.232.86 | Public IP: 49.206.201.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:58 IST Mon Jun 8 2020 | Duration: 0h:38m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 32011031 | Bytes Rx: 13095203 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140260 | Audit Session ID: 0a95072a223e40005ede0372 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140260 | Audit Session ID: 0a95072a223e40005ede0372 | Security Group Tag: none | EasyVPN: 0 ||
Username: IViswana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.90 | Public IP: 171.78.174.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:07 IST Mon Jun 8 2020 | Duration: 0h:38m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 28506090 | Bytes Rx: 17446630 | IP Addr: 10.149.232.90 | Public IP: 171.78.174.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:07 IST Mon Jun 8 2020 | Duration: 0h:38m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 28506090 | Bytes Rx: 17446630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140261 | Audit Session ID: 0a95072a223e50005ede037b | Security Group Tag: none | EasyVPN: 0 |Session ID: 140261 | Audit Session ID: 0a95072a223e50005ede037b | Security Group Tag: none | EasyVPN: 0 ||
Username: gpujari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.52 | Public IP: 27.59.167.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:10 IST Mon Jun 8 2020 | Duration: 0h:38m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 180963586 | Bytes Rx: 16379390 | IP Addr: 10.149.232.52 | Public IP: 27.59.167.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:10 IST Mon Jun 8 2020 | Duration: 0h:38m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 180963586 | Bytes Rx: 16379390 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140262 | Audit Session ID: 0a95072a223e60005ede037e | Security Group Tag: none | EasyVPN: 0 |Session ID: 140262 | Audit Session ID: 0a95072a223e60005ede037e | Security Group Tag: none | EasyVPN: 0 ||
Username: manju.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.176 | Public IP: 2.123.39.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:18 IST Mon Jun 8 2020 | Duration: 0h:37m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 24298784 | Bytes Rx: 10212016 | IP Addr: 10.149.232.176 | Public IP: 2.123.39.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:18 IST Mon Jun 8 2020 | Duration: 0h:37m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 24298784 | Bytes Rx: 10212016 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140263 | Audit Session ID: 0a95072a223e70005ede0386 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140263 | Audit Session ID: 0a95072a223e70005ede0386 | Security Group Tag: none | EasyVPN: 0 ||
Username: sdandapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.241 | Public IP: 122.172.223.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:48 IST Mon Jun 8 2020 | Duration: 0h:37m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 99541389 | Bytes Rx: 56601872 | IP Addr: 10.149.232.241 | Public IP: 122.172.223.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:53:48 IST Mon Jun 8 2020 | Duration: 0h:37m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 99541389 | Bytes Rx: 56601872 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140264 | Audit Session ID: 0a95072a223e80005ede03a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140264 | Audit Session ID: 0a95072a223e80005ede03a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: n.saravade | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.72 | Public IP: 106.193.194.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:15 IST Mon Jun 8 2020 | Duration: 0h:33m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 74413439 | Bytes Rx: 12357876 | IP Addr: 10.149.233.72 | Public IP: 106.193.194.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:15 IST Mon Jun 8 2020 | Duration: 0h:33m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 74413439 | Bytes Rx: 12357876 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140271 | Audit Session ID: 0a95072a223ef0005ede04af | Security Group Tag: none | EasyVPN: 0 |Session ID: 140271 | Audit Session ID: 0a95072a223ef0005ede04af | Security Group Tag: none | EasyVPN: 0 ||
Username: prpandil | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:18 IST Mon Jun 8 2020 | Duration: 0h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 12038664 | Bytes Rx: 4195147 | IP Addr: 10.149.233.232 | Public IP: 60.243.210.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:18 IST Mon Jun 8 2020 | Duration: 0h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 12038664 | Bytes Rx: 4195147 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140272 | Audit Session ID: 0a95072a223f00005ede04b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140272 | Audit Session ID: 0a95072a223f00005ede04b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: Ngajapat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.235 | Public IP: 117.213.146.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:19 IST Mon Jun 8 2020 | Duration: 0h:32m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 10289625 | Bytes Rx: 2021605 | IP Addr: 10.149.232.235 | Public IP: 117.213.146.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:19 IST Mon Jun 8 2020 | Duration: 0h:32m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 10289625 | Bytes Rx: 2021605 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140273 | Audit Session ID: 0a95072a223f10005ede04b3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140273 | Audit Session ID: 0a95072a223f10005ede04b3 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsalawan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.35 | Public IP: 59.88.97.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:20 IST Mon Jun 8 2020 | Duration: 0h:32m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 8300613 | Bytes Rx: 4926041 | IP Addr: 10.149.233.35 | Public IP: 59.88.97.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:20 IST Mon Jun 8 2020 | Duration: 0h:32m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 8300613 | Bytes Rx: 4926041 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140274 | Audit Session ID: 0a95072a223f20005ede04b4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140274 | Audit Session ID: 0a95072a223f20005ede04b4 | Security Group Tag: none | EasyVPN: 0 ||
Username: DurvaO | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.163 | Public IP: 157.50.85.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:00:47 IST Mon Jun 8 2020 | Duration: 0h:30m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 96235169 | Bytes Rx: 27177482 | IP Addr: 10.149.233.163 | Public IP: 157.50.85.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:00:47 IST Mon Jun 8 2020 | Duration: 0h:30m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 96235169 | Bytes Rx: 27177482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140277 | Audit Session ID: 0a95072a223f50005ede0547 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140277 | Audit Session ID: 0a95072a223f50005ede0547 | Security Group Tag: none | EasyVPN: 0 ||
Username: VAundhek | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 182.69.201.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:00:56 IST Mon Jun 8 2020 | Duration: 0h:30m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1566755 | Bytes Rx: 831154 | IP Addr: 10.149.232.156 | Public IP: 182.69.201.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:00:56 IST Mon Jun 8 2020 | Duration: 0h:30m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1566755 | Bytes Rx: 831154 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140278 | Audit Session ID: 0a95072a223f60005ede0550 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140278 | Audit Session ID: 0a95072a223f60005ede0550 | Security Group Tag: none | EasyVPN: 0 ||
Username: knauber | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.54 | Public IP: 27.5.182.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:01:00 IST Mon Jun 8 2020 | Duration: 0h:30m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 72921503 | Bytes Rx: 19676037 | IP Addr: 10.149.232.54 | Public IP: 27.5.182.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:01:00 IST Mon Jun 8 2020 | Duration: 0h:30m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 72921503 | Bytes Rx: 19676037 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140279 | Audit Session ID: 0a95072a223f70005ede0554 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140279 | Audit Session ID: 0a95072a223f70005ede0554 | Security Group Tag: none | EasyVPN: 0 ||
Username: gajendrababu.dr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.209 | Public IP: 49.206.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:01:20 IST Mon Jun 8 2020 | Duration: 0h:29m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 10235178 | Bytes Rx: 5230863 | IP Addr: 10.149.232.209 | Public IP: 49.206.124.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:01:20 IST Mon Jun 8 2020 | Duration: 0h:29m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 10235178 | Bytes Rx: 5230863 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140281 | Audit Session ID: 0a95072a223f90005ede0568 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140281 | Audit Session ID: 0a95072a223f90005ede0568 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkamalak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.56 | Public IP: 157.46.33.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:01:32 IST Mon Jun 8 2020 | Duration: 0h:29m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 216625497 | Bytes Rx: 18089003 | IP Addr: 10.149.233.56 | Public IP: 157.46.33.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:01:32 IST Mon Jun 8 2020 | Duration: 0h:29m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 216625497 | Bytes Rx: 18089003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140282 | Audit Session ID: 0a95072a223fa0005ede0574 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140282 | Audit Session ID: 0a95072a223fa0005ede0574 | Security Group Tag: none | EasyVPN: 0 ||
Username: AMamilla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.126 | Public IP: 157.44.228.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:07 IST Mon Jun 8 2020 | Duration: 0h:29m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 103196851 | Bytes Rx: 13908922 | IP Addr: 10.149.232.126 | Public IP: 157.44.228.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:07 IST Mon Jun 8 2020 | Duration: 0h:29m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 103196851 | Bytes Rx: 13908922 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140283 | Audit Session ID: 0a95072a223fb0005ede0597 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140283 | Audit Session ID: 0a95072a223fb0005ede0597 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajasekhar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.31 | Public IP: 103.98.63.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:34 IST Mon Jun 8 2020 | Duration: 0h:28m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 10297464 | Bytes Rx: 7707886 | IP Addr: 10.149.233.31 | Public IP: 103.98.63.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:02:34 IST Mon Jun 8 2020 | Duration: 0h:28m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 10297464 | Bytes Rx: 7707886 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140284 | Audit Session ID: 0a95072a223fc0005ede05b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 140284 | Audit Session ID: 0a95072a223fc0005ede05b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: SneGawal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.168 | Public IP: 157.33.135.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:03:46 IST Mon Jun 8 2020 | Duration: 0h:27m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 14708846 | Bytes Rx: 3280982 | IP Addr: 10.149.233.168 | Public IP: 157.33.135.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:03:46 IST Mon Jun 8 2020 | Duration: 0h:27m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 14708846 | Bytes Rx: 3280982 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 140285 | Audit Session ID: 0a95072a223fd0005ede05fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 140285 | Audit Session ID: 0a95072a223fd0005ede05fa | Security Group Tag: none | EasyVPN: 0 ||
